,tweet,label
607,aku mau beli malu bawanya tau mbak,sadness
608,Tersinggung awak yg gabisa apa2 ni,anger
609,&amp; aku yang terkejut bukak pintu bilik gelap je kat luar tetiba ada kepala lelaki rupanya ayah sorok,surprise
610,semut. ada yg sama ga sih masa gue dibilang aneh takut sana semut,fear
611,"Tentu kebijakan pemerintah akan menimbulkan pro kontra tpi 1 hal yg selalu gue pegang negara tdk akan pernah membiarkan rakyatnya sengsara, dan ketika ditengah2 musibah global seperti ini ada orang yg mncoba adudomba maka gue sangat berharap mereka mampus dimakan corona",sadness
612,Aku terpesona dgn rencana tuhan yg bg2 sempurna mengatur segala hal . Dan aku mulai mengerti bahwa kesabaran adalah kunci utama .,surprise
613,Heran bgt udah tau hiliday tapi pasang alarm faedahnya itu apa,surprise
614,"Mrk emang bangsa yg jorok, jijik lihat nya",disgust
615,Muka orang ini paling gue benci di dunia ini,anger
616,"jangan rasa hina, org yg menghina tu lagi jijik dari kita yg dihina. Proof to that bitch",anger
617,Jejak digital memang ngeri ngeri sedap,fear
618,"itumiiii tawwa. pokoknya grgr ituji satu thread na lgsg ter up jg list2 yg lama. jd pro kontra mi jg, ada tim yg block report attack fs, ada jg yg bela fs krn ndada buktinya tawwa blg sasange ki untung aq tim nongton kericuhan ji. apapoe murka tongmi fs2ka",anger
619,Jangan jadi provokator lagi Rom...sudah kl BENCI dgn ISLAM benci saja..jgn sulut Bara lg,anger
620,Semoga ada jalan yg bikin batin bunda puas ya,joy
621,"Dulu kalau lg pelajaran pendiem jarang aktif sampai selalu disindiri sama guru bahasa inggris jaman SMA, dikatain macem2 wkwk benci bats",anger
622,"KECEWA dan GAGAL adalah hal yg wajar terjadi, BANGKIT KEMBALI adalah REAKSI terbaik menyikapinya.",sadness
623,saya rasa bekas bf awak ni ada masalah mental dan perlu diberi bantuan dengan cara membuat laporan polis dan sabitkan dia dengan kes jenayah seksual dan penculikan and at the end dia akan sengsara seumur hidup dia,sadness
624,takut murka Allah,anger
625,Takut liat senyum mu hahahah,fear
626,kenot do wit anyone else okie penat aku hafal haritu ko taknak buat pun setan betul penat je keluar fak of,disgust
627,"karena aku ngikutin dari awal pengumuman castnya, ekspetasiku jd tinggi banget. pas lihat ep 1 aku kaya rada kecewa gitu, kyk ga sesuai ekspetasi. tp aku langsung keinget oh iya ini kan romcom jd wajar"" aja sih. trs ya ttp aku tonton soalnya emg alasanku nonton krn bin sama yejin",sadness
628,"Filem ini memberi range emosi yang besar, daripada gembira, sedih, kecewa; penonton akan merasa semua ini bersama-sama filem ini.",sadness
629,"Jgnlah pake kt2 tolol...itu kasar. Cobalah utk beradab dg bahas yg bener &amp; halus... kita nasihatin spt ini aja: Heh! dongok lu!! Sapa yg nikmatin hutang? Gara2 utang rakyat sengsara. Dasar bego, kutu kupret, cebong banci, brudu pingky, kodok buntung lu...!!!",anger
630,ahaha bikin kesal saja ya unnie,anger
631,"Kalau dah penat tgok citer berat2, tngok The Good Place. Sumpah best!",disgust
632,"Hahaha mungkin karena udh lama ngga ketemu, eh sekali ketemu Sohyunnya lagi cantik bgtt. Mana ngga gugup cobaa",fear
633,udah gue jamin gausah takut. gaada yg mau kecuali lo masih bawa kas smilemo di tas,fear
634,"Mulai risih ama rambut sendiri, suka masuk2 kuping. kenapa gak masuk tentara aja sih",disgust
635,"Jam segini gabisa tidur lagi, pengen buka shopee ngeri belanja halu, trus buka facebook dannnn menemukan ini",fear
636,kalo mereka murka gimana bri,surprise
637,Saha nu budak teu suka Jeung aelyn? Sahaaaa?? Kadieeeeeee siaaa.. aing teh murka !!!,anger
638,Ade2 je geli tulah Lain Kali jangan ikut bandwagon hate orang lain nak benci kpop kau pun nak ikut.. kalau suka layan jelah takde sapa2 pun halang...,anger
639,Dan warga ngeri kalo sepill sampe ujung akar yang ada dalam inti bumi.,fear
640,Ya ngeri lah nder tolong,fear
641,eh kok... wkwk aku benci dengan pikiran ku,anger
642,Gugup tak bergerak,fear
643,Jan sampe pak sungkana murka,fear
644,"Krn ulama yg terpikat duniawi, krn orang2 pintar yg silau kekuasaan, maka sengsara seluruh rakyat",anger
645,"jujur, ngerasa benci diri sendiri kalau jadi medioker gini. kemana ilangnya jiwa-jiwa ambis yg selalu berpedoman, ""coba aja dulu, ntar baru tau gimana hasilnya""?",anger
646,Bangga ga ? wkkwkw,joy
647,"Cukup terkesima dengan banyaknya pakaian formal yang di bawa oleh Luna. ""Pantas saja sampai 3 koper ya."" Keduanya melanjuti perjalanan, sudah biasa Luna melakukan kontak fisik, Kenn tidak keberatan, ia pun senang. Saat bersama temannya satu ini, segala hal terasa cepat. -",joy
648,Terkejut gak aku kalau nenek dia tiba pakai seluar pendek jugak,surprise
649,manusia aja risih dinfus apa lagi kucing ya huhuhuhu,disgust
650,Dunia sedang dirundung duka akibat wabah covid19. Tapi disini masih menanggapinya dengan lelucon dari pemeran yg sama.,sadness
651,"WAKAKAKAK, aku merasa diriku aneh. Karena aku suka tiba-tiba ngakak kek orang gila. Serem gak kamu? Aseli aku serem. Takut besok masuk rumah sakit.",fear
652,"DOMENPASAR,BALI Aku Mau Airpods pink Happy birthday buat kamu ,semoga apa yang di inginkan tercapai dan makin lancar rezekinya , and be happy pastinya be loyal army beb aku juga bangga banget sama bangtan apalagi bang Taehyung love banget , BORAHAEEE ,I PURPLE YOUU",joy
653,SUDAH DAN KESAL DENGAN SEUNGYOUN!,anger
654,it's just too painful rasa sengsara mau telan sebiji,sadness
655,"Mungkin dia tersinggung Krn ga ada yg mau, maklum ga cantik",anger
656,Muak ngeliatnya....,disgust
657,"Udah baca kasus ini. Mirip banget ceritanya dengan film Korea, My Baby Jaya. Yang menjual juga teman-temannya sendiri yang suka membully (sesama anak SMA). Lihat di film itu aja udah ngeri aku, apalagi ini nyata",fear
658,"Sering kali merasa gagal sebagai anak, ketika engkau butuh bantuan dan aku hanya bisa mendengar ceritamu tanpa bisa bantu sesuatu yg lebih, egoku terkadang masih terlalu besar, semoga aku selalu memiliki rasa sabar dan syukur seperti ketika orang tuaku sabar merawatku.",joy
659,Ya di terapin aja banyakan teori Luh... Bilang aja lu alergi dan anti sama syariat Islam benci sama hukum Allah,anger
660,Istigfar woe [[mrasa kesal]],anger
661,Dari suka aku belajar menghargai hidup dan dari duka aku belajar mencintai hidup. Terimakasih Tuhan. 25,sadness
662,memang selalu membuat orang terpesona jd nga sabar kan gue,surprise
663,"Dari kehidupan pesohor luar negeri sampai sesiapunpun di antah berantah, bisa disaksikan rutinitas kegiatan hidupnya. Baru saja yg kmrn berita duka menyebar dari belahan dunia sana. Bukan penggemar, ga tau2 amat, seper-scroll-an lihat IGnya jd tau blio slalu celebrate life n",sadness
664,"Menang syukur, imbang rapopo, kalah biasa.. dua klub itu mengajarkan filosofi Narimo ing pandum. Wong jowo kabeh dukung rong kleb kui kudune",joy
665,Mna adgan wik wikny [aww krg puas],joy
666,Huhu padahal takut yg di jb in risih gitu :') aku ada dimana mana gegara jbjb mulu wkwk,disgust
667,Malu malu,sadness
668,Gue heran. Yg kek gini masih bnyak yg dukung maksudnya apa coba. Suka ngeyel.,surprise
669,Saya benci saat-saat sudah berhasil move on tapi tiba-tiba kenangan kembali lagi muncul karena mendengar lagu kita.,anger
670,"aku terkejut liat minhyuk ngerangkul jh ternyata dah kenal lama my babies huuuuu, makasih ka infonyaaa",surprise
671,"Maaf kalau aku lancang atau aku terlalu peka, aku pernah dengar ko telp pas kita mau pergi ke acara nikahan di kos ko, aku gakk tau ko telp siapa tapi ko bilang ko udah mulai kesal samaku dan semua yang buat ko gakk nyaman lagi",sadness
672,GUE MAU IKUT MIKSERAN TP LG DI LUAR MURKA BNGET.,anger
673,"Al-Qur'an itu indah , apalagi kalau dibaca dan dihafalkan, membuat hati senang dikala sedang sedih",joy
674,Set gcam nya default bang. Cuma matiin motion+pake grid. Risih pake motion mode. Hehe,disgust
675,Hai hai sama cowok . Ngeri takut ditusuk,fear
676,Ibuk kalo udah bakat maling susah ya buk. Nikin sengsara orang ini sih.,sadness
677,"bukan mksd gue kesannya gila hormat, tp tetep aja ga enak. beberapa orang juga risih kl tbtb direply gt :"")",disgust
678,"Diawali kata ""kecewa""",sadness
679,"edan ngeri kuatka nepi goceng kitu, apakah se worth it itu ?",fear
680,"Ngeri uy, master mah prediksi nya mantap.",fear
681,Ah yg kayak gitu aku jg risih kak. Karena kalau kita ga ikut pasti kita yang jadi bahan pembicaraan mereka,disgust
682,lu cek dah ke rumah sakit lu emosian mulu ngeri gua,fear
683,Tbtb ada rasa takut yg ngga mendasar :') Rasa takut yg belom terbukti (: Rasa takut yg kutakutkan,fear
684,Terkejut bukak bukak nak penuh screen,surprise
685,"Sumpah if aku dapat , aku menangis teruk, sujud syukur kt finishing line tu Silap-silap sempat lagi nak solat Subuh dekat lepas habis lari hehe May my dream comes to reality. Amin Ya Rabb.",joy
686,Aku bukan penggemar berat tapi KESAL AJIG EMANG BANYAK ORG TOLOL,anger
687,"Lain muak, tapi kesel teu menang wae jatah untung geus apal tibaheula. Jadi teu cekcok jiga ayeuna haha",disgust
688,"Maaf ya kak udah bikin kamu cemas, pastiin kamu tetep pantau terus masa garansi biar pesanan pesanan kamu tetep aman. Mimin bantu cek ya, yuk DM mimin nomor pesanan ama username kamu ya. Mimin tunggu ^IT",fear
689,"Tapinya sedih aja Nah dari sini kemudian gue paham, salah satunya kenapa mamak tiri jadi jahat, ya karena perasaan ini.. bisa jadi para mamak tiri ini jd lebih jahat krn iri dan kecewa ga diperlakukan beda semoga gue ga jd seperti itu..doain ya gaes",sadness
690,Tertipu mengira bahwa kamu baik kepadaku.,surprise
691,hahaha tapi pt3 senang,joy
692,Aku berdiri kat Sebelah kereta2 yang parking tu takkan nak jerit oi Nae! Nanti terkejut pulak bapak kau ahhaha,joy
693,"Memalam oramg send vid potong kepala orang, ngeri sia",fear
694,"Engga semuaa mbak , ada yg makin mirip kntl kalo make kacamata jijik liatnya wkwk",disgust
695,Aku ga suka kucing (bukan benci). Iya tepatnya takut ya,anger
696,"Apa an yang bisa bikin bahagia, gak ada semua hanya tipuan, dan aku adalah seorang yang sering tertipu, semua nya bangsat",surprise
697,"wajah di depannya yang terlihat sedikit pucat. Mungkin karena gugup. Kepalanya bekerja keras memproses segalanya. Bagaimana Jethro menyebutkan namanya, bagaimana sang wira memintanya untuk menjadi hak milik.",fear
698,Terkejut bukak gallery ada boomerang geng AminahFT ni hahahaha,surprise
699,"FKG : duka nya banyak, suka nya juga banyak kok wkwk, beli alat yang hm bgtu la masuk fkg berasa jadi tukang, apalagi skills lab dah ancur jaslab dan jilbab. Tapi seru jujurrrrr",sadness
700,aku senang kembali menemukan tawa dari orang-orang yang sudah ku kenal di 19 tahun kehidupanku pdahal aku masih masih berumur 23 saat ini. lama bukan ? hehe,joy
701,"Padahal cuma isi yg 1,5 gb 20rb, heran aku kenapa dapet 82 gb. Makasih xl",surprise
702,"Benci banget gua jaehyun selalu dpt peran brengsek gini tp gapapa. Aku suka. Kalau berkenan, tag ke ya, nder terima kasih! Semangat nulisnya",anger
703,Ini masalah perkaranya apa sih?? Heran rakyat jdi primitif gini??,surprise
704,syukur dapat mintuha kytu. aku semalam dapat yg pemamaian + julid.,joy
705,"Hanya ada dua pilihan dalam cinta, bahagia atau kecewa. Dan siapapun yang bermain dengan cinta, harus siap merasakan keduanya.",sadness
706,"Huhuhu i thought spotify tak ada benda ni, sokay lepas ni telinga i dh tak sengsara dh",sadness
707,ck aku murka,anger
708,Aku kan takok apakah kalian juga benci akuh ?,sadness
709,Suka : pulang jam berapa pun mau lewat tengah malem atau sampe subuh gaada yg marahin Duka : apa-apa kudu sendiri,joy
710,Aku minta maaf kat jiran2 aku kalau terkejut dengar aku gelak sebab tengok video bodo ni,surprise
711,Seenggaknya masih ada yang biasin lo. Lah gua? Ada yang kenal aja syukur (:,joy
712,Makasih loh ya [aww merasa malu],anger
713,"Semua orang penat. Aku pun. Kau tau aku penat nak hadap benda ni. Malam-malam, dalam gelap, aku sedih. Ingat tentang apa kita bualkan. Apa yg pernah kita cerita. Tapi... Tak apalah. Aku taknak kau rasa apa aku rasa.",disgust
714,Karena takut dan ga mudheng,fear
715,pengen sih tapi takutnya dia risih,fear
716,Bahagialah kau di atas sengsara aku. Aku rela.,anger
717,yaela yg benci ama gue mah bukan sebagian. udh semuanya kali wkwk,joy
718,Mangatss jgn lupa selalu berdoa biar ga gugup^^,joy
719,"Iyaaa se moa nation itu khawatir trus mencoba berpositive thinking like ""beomie nggak papa kok, tenang pls tenang"" padahal udah cemas bgt nih emang txt are our babies",fear
720,aww bunyinya ngikngukngiiik [mrsa terkejut],surprise
721,Heran/dengki wkwkwkwk,disgust
722,Risih,disgust
723,BDO aku tertipu,surprise
724,"Dengan setia, cinta akan terasa bahagia. Dengan kejujuran, cinta akan mencapai kesempurnaan",joy
725,AKU TERKEJUT. Dasar anak nakal,surprise
726,"Achievement sepanjang setahun aku kerja dengan wawacosmetics, aku dah capai sales 5juta! Haaaa power en. Tapi tapi tapi. Tu semua ada. Seronok, sakit, sedih, marah, xcukup tidoq, sakit badan badan tu xhilang lagi sampai nak resign. Penat woo. Kalau laa semua tu aku dapat. Kayoooo",disgust
727,hey aku kesal sekali melihat ava twitt qm,anger
728,Jijik syiallllll,disgust
729,"Kita heran ketika yg ada masalah dan dirugikan umat islam, mereka se akan diam tanpa kata ,tapi kalao sebaliknya waaaw 1 bulan ga habis2 episodenya di media, ingatlah akan penghakiman Allah kelak di Akhirat",joy
730,"Udah terlalu sering ketawa, padahal dalam hati menyimpan duka yg dalam",sadness
731,"Walaupun anaqiy tgh tidur dan laki aku kat kedai, aku tetap call and jerit2 sebab lipas. Pastu aku ckp kt husband ""lipas dh takde. Tak tau pegi mana"" dengan nada cemas. Husband aku plak dengan tenang cakap ""nanti sy balik kita cari"" Wtf!",fear
732,Syukur banget,joy
733,ngeri nder,fear
734,haha issac bikin murka bakal deh kayanya soalnya itu masi gantung bgt,joy
735,"Pengin njawab sesuatu, tpi kamu pasti jijik, ya udah gak jadi replay",disgust
736,"minder + bangga la wkwkw Tapi dominan bangga si, gils jarang2 punya cowo ip 4",joy
737,iyasi agak ngeri ngeri tp lucu bgt anjir,fear
738,Hahaha jadi pengen ikutan sambat pagi-pagi Tapi ngeri kalo senior udh sambat tuh wkwkwkw,fear
739,Sudut pandang yg sempurna emng selalu bikin terpesona,surprise
740,"Ngeri banget, telat haid sampe 9 bulan",fear
741,"Kayaknya pingsan yu, sebelum pingsan gugup bgt mesti tak kasih tau yuu ibuku ngefans sama jin katanya ko ganteng bgt sih ra. Pas aku bawa poster nya jin ibuku minta masa",fear
742,akuu tertipu aku terjebak aku terperangkap penipu ituuu,surprise
743,Penat babi ah tunggu,disgust
744,22. Sebel sama rp yang mau temenan tapi liat liat followers. Aku benci rp fakboi dan juga pelakor bawaannya pengen jambak ginjalnya,anger
745,Memiliki paras dingin bukan berarti tak memiliki rasa gugup sedikit pun. Meski terbiasa menghadapi bahkan menghabisi orang dewasa sekali pun tak membuat sang puan lantas tidak memiliki kekhawatiran terhadap sesuatu. Tapi mengapa?,fear
746,Jangan nuduh gt dong ntar aku murka,anger
747,"Bener juga, namanya temen kan hrs ada di saat suka dan duka Kan persahabatan bagai kepompong",joy
748,"Kalau social media heboh pasal AIDS dan STD dan tanam ketakutan kematian dan murka pencipta, mungkin org tk sokong pengamal LGBT. Pftt",anger
749,Gue dibeda2in gini tu ternyata ibuku juga ngeh. Ibu juga sedih.,sadness
750,Sy bangga g pilih pa de ! ! !!!!,joy
751,Tetep benci. Caper mulu ke the boys,anger
752,Aku baca tambah suami rupanya sumi. Terkejut mak,surprise
753,Nah sering bgt ni nemu temen kayak gini dikira kita gak tersinggung apa.. hargai aja udah tanpa ganggu atau nyindir. Padahal kita gak rugiin dia juga perasaan,anger
754,Tapi buat orang kesal,anger
755,WKWKWKWKKW KESAL SAYA,joy
756,"Inget nder dosa sesama manusia Tuhan gk ikut campur hati"" yaa takutnya Tuhan murka aibmu dibuka depan umum juga ehehe",anger
757,yah kecewa penonton,sadness
758,Ga tau ih kesal aku sama mereka,anger
759,Gua sbg nctzen sma atiny baca tweet ini auto malu gua sma kelakuan lu astagfirullah,sadness
760,"Jelas jelas KPK itu : menghambat langkah mereka ! mengancam nasib mereka ! Menggangu kesenangan mereka ! Membuat mereka cemas !Sebenarnya, mereka mau bilang,""Dasar, KPK pengganggu !"" daan, power itu ada di tangan mereka sekarang, jadilah barang itu !...",anger
761,Baru tdi jam 10 mandi ga juga mau tidur cepet mata tu kyk seger banget jm segini heran,surprise
762,"Iya kak, karena aku kesal",anger
763,Mesem2 sendiri anjir malu gw liat muka sendiri,sadness
764,Ada yang punya site plannya? Penasaran mau buat apa disitu. Syukur sempat ke sana sebelum di revitalisasi,joy
765,"Kdg kesal sih sama sudut pandang sendiri .. Sering banget mereka ngomong ""trivia diam aja ngomong lah"" Akutu enggk tw aku mw ngomong apa .. Enggk ngerti hal di RL Hubungan si anu drngan di dia juga gw bomat .. Lbh seneng dunia sendiri .. Iya gw salah kok",anger
766,"Tadi baca-baca lagi chat (curhatan) temen yang emg punya masalah yang berat bagi aing, jadi pengen bisa bantu. Tapi disatu sisi aing benci doi.",anger
767,"Ga terasa waktu sudah berlalu, suka dan duka udah gua lalui di kota Depok. Hanya ingin merasakan nostalgia",sadness
768,"emg kecewa cuma bole ke pacar? :"")",sadness
769,Aku merasa tersinggung jadinya nih. Jaman smk tiap pulang hbs ujian sok belajar bareng sm doi di mekdi smpe ber jam jam,anger
770,"Blm pernah ak OTP sama stranger, pada risih kali ya aku ajakin OTP wkwkwk Tp bener sih ngga semua stranger open minded for a nice OTP, mungkin liat mukaku aja udh pada curiga juga",disgust
771,sape tak terkejut bodo ceni mau keluar semua jenis doa hahahahaha,joy
772,Sama heran bgt aku tuh,surprise
773,"Tapi orang orang sholat disitu kan? Adzan juga disitu kan? Yaa itu sama aka masjid, meskipun d lapangan terbuka. Masjid bukan hanya berwujud bangunan yg ada kubah aja. Masjid itu tempat berkumpulnya umat muslim untuh ibadah yg Agung. Ente munafik ya? Malu sama nama bagus ente..",anger
774,Pengen nelpon mama trs nangis2 aja sampe puas,sadness
775,Oknum yang kesal,anger
776,Sesi duka tangis dipersilahkan Binic tolong pelul aku Aku gakuat konten iKON ga ada hanbinnya Bukann Bukannya gamau dukung iKON yg sekarang Tp tp tp tp Ada lubang dihatiku Gabisa di tutup Bin aku kangen kamu bin,sadness
777,Bosen denganmu tapi muak dengannya:,anger
778,AKU NIH PENAKUT N BATUK DAH AH PENAT AH KLU NK MATI MATI CPT NNT KENA HADAP BENDA SMUA KENA BELAJAQ BALIK KENA BUAT ASSIGNMENT KENA PRESENT DEPAN UGH AKU PLING BENCI INTERACTIONS NGN ORG CKAP DPN ORG BENCI GILA TAU PENAT LA HIDUP XLEH BUAT BENDA AKU NAK UGH,fear
779,"Kondisi begini aja masih pilih pilih lhoooo, heran jonson..",surprise
780,"Gue ga tersinggung.. gue mah cuma komen kalimat lo yang nyuruh nitijen bijak bersosmed tapi orang yg lo bela ga bijak bersosmed. Makanya gue minta tolong sama lo, minta beliaunya juga bijak dalam bersosmed. Yudh gitu aja, biar impas sama-sama bijak kan enak, ya ga?",surprise
781,"Dia udaa tau 3 lagu berarti, sarangeul heta, kill thiss love, sama tetetet tetetet nya zico. Ngeri jadi kpopers aja bis ini wkwkwk",fear
782,kenapa mesti jumpa tweet ni waktu malam siaaku terkejut buka gambar last tu. aku takut weh,surprise
783,kasar bgt heran,surprise
784,"Mau tanya benar tidak gas tabung isi 12kg harganya sekarang jadi Rp. 180.000,- ? Makin sengsara banget ya jadi rakyat",anger
785,Dia juga membuat aku bangga sebagai pacarnya.,joy
786,"hua bener aku duka yg buat penonton ikut mikir gt, ada teka teki. misal thriller, horror, mystery",sadness
787,"/jbrfess/ Rek barusan aku mau tidur ada yang megang aku, padahal aku masih sadar, pas aku lihat gak ada orang nder. Ngeri ga sih",fear
788,"Terus kemaren itu dia kan ke office gtu dan duduk deket deket gua literally deket banget dan ngeliatin gitu gua lagi ngapain di depan pc, even gua maen hp pun dia liat I mean like menurut gua kan itu gasopan dan bikin risih bagi gua Dan dia gaada nanya kak itu apa ato gimana",disgust
789,buaya darat buset aku tertipu la- eh,surprise
790,Nanti gue mau buat ahh biar lu makin muak,disgust
791,Yahh gimana sih sist saya jd kecewa...,sadness
792,mknya heran .,surprise
793,"itu knp gue benci bgt. mrk yg enak kita yg sengsara,ga sbntr buat nyembuhin ini,gue hrs nunda pendidikan bahkan ngerelain gaikt tes STAN krn ada tes kesehatan&amp;fisik yg ga mgkn bgt bs lolos saat itu. hak kalian si mau ngerokok,tp perna mikir ga kl dampak ke org lain separah itu?",anger
794,"Kalian yang wfh, dirumah aja ya, biar aku aja yang kerja d kantor *dalem hati ngeri ngeri gitu",fear
795,Alhamdulillah syukur,joy
796,"Juga pemahaman, jangan mudah tersinggung jangan mudah terprovokasi. Indonesia banyak watak yang ada, maklum beda"" penyampaian nya ^^ ada yang kasar bagi kita, lembut bagi mereka. Berprasangka baik itu utama",joy
797,Wkwkkw gua juga ngeri,fear
798,"Suka heran apa apa gwaa duluan yg maju di grup walas kalo di tanya kepsek, baru walas yg laen ikutan :')",surprise
799,Kesal tingkat firdaus,anger
800,penat,disgust
801,argggh kesal,anger
802,"OTAKLU YANG DIBIKIN SOPAN DULU, OTAKLU BERMASALAH, DIKIT DIKIT BILANG AZAB/MURKA ALLAH, EMANG LU NABI, YANG TAU KALAU ITU AZAB/MURKA(KARENA MENDAPAT WAHYU DARI ALLAH), CUMA MANUSIA BIASA AJA SOK NGEVONIS AZAB/MURKA",anger
803,"From : mba gue risih bgt mba. Gue ga mood kl dia telfon. Tp gue gaenak aja gitu kan berasa jahat. Tp gimana To : mba apa gue gas aja kali ya, anjirlah anjir gue bodo bgt. Nyesel bgt nyesel. Aaaah mba disaat dia udh terbang,ex crush lo msh bimbingan HAHA",disgust
804,Rasa aku ni ya.. mereka2 ini ni org stress gitu yg udah muak bgt liat pemerintahan trus nyari panggung.Bukannya malu malah berasa artis.Nah ditambah pendidikan mereka rendah dan nilai2 agamanya jg hilang.,disgust
805,"Tawa ya kamu dongo, Senang sekali melihat penderitaan orang lain WKWKWKW",joy
806,waah kereen bangeeet. aku terpesona. ga nyangka ya mba. kok bisa gitu ya,surprise
807,"Paansi lu kontol, gue mo ngmong najis ama jijik aja kudu bgt berkarya dlu apa",anger
808,Dr. Tirta mau komentar dikit. anda perokok berat dan anda menyesali apa yang anda lakukan. tetapi anda membantu kemenkes unguk kampanye berhenti merokok setelah sakit yang anda derita. Itu sama saja seperti anda slh memilih pacar dan saat anda kecewa anda bilang pacar anda g bnr,sadness
809,pgn ngasih tau sama tukang pecel lele bisa gak sih bersihin lele nya dirumah gt sumpah dah kan jijik mau makan tp harus liatin lele di bedah dl,disgust
810,Bbrp x ni video nyelonong dTL sy...risih sy liat model baju si panjoel. Kyk kimono apa baju tidur hehehe... Masih kuyus kurang asupan gizi hahaha...,disgust
811,"Bukanya gimna2 takutnya mlah tersinggung cweknya klo ngomongin pakaian,",anger
812,"Hari ini nonton itaewon class dan ternyata boleh juga dong itu drama. Sebenernya bukan kisah membangun kedainya yg bikin gue tertarik, tapi gue malah terpesona sama perkembangan karakter main leadnya. Eksekusinya baik banget.",joy
813,"Kalau berkata-kata kasar gitu dosa ga sih karena terlalu geram dengan 'para-para' yang menanam badai dikala topan sedang berjalan kayak gini?. Heran hlo saya. Semuanya dipolitisasi, banyak sekali alibi disetiap intervensi. Prioritasnya keselamatan apa cuan?.",surprise
814,jijik. cepat mana ini ko gada yg peka anying,disgust
815,"Mau mukul boleh tidak sih? Terlanjur emosi. ""Gimana mau negatif? Pertanyaannya saja ambigu."" ujarnya kesal, sambil menggelengkan kepalanya.",anger
816,Mash Juni nyeess. Bismillah semoga lantjar ya. Sakit gg nes ngelahirin? Takut plus cemas,fear
817,"ya Allah, mpusss moga kamu dpt majikan yg baik terus bisa sembuh cantik lagi... Buat yang benci kucing, seenggaknya jangan sakiti mereka lah, mereka gak salah apa-apa, mereka cuma hewan yang gatau apa-apa selain untuk kebutuhannya sendiri...",anger
818,HARAP2 AP YG ak pernah buat akn dibalas dengan baik jugak..karna aku tidak mahu kecewa dgn ap yg telah dilakukan oleh dia kepadaku slepas aku mlkukan kebaikan kepada dia..,sadness
819,Makannya gausa dikenal.. upload sesuka hati bebas gaada yang marah atau tersinggung wowkwok,joy
820,"Kaum kafirun yg udah gak cinta lg NKRI ini,,silahkan Gaungkan Genderang PERANG,,,in sya Allah kami Muslimin dgn senang hati menyambutnya. Syahid membela Agama itulah cita-cita setiap Muslimin. CAMKAN ITU....",joy
821,"padahal yg gue pikirin ini belum tentu besok terjadi, tp kenapa gue cemas nya berlebihan bgt? plis help im done with myself",fear
822,Sama dulu kecil suka mimpi ini pas bangun kek cemas + keringet dingin,fear
823,sangat-sangat senang...,joy
824,"Demi, jijik bgt deh bukannya apa ya.",disgust
825,Dahh muak gue,disgust
826,"Ko ngeri, bub aja :"")",fear
827,"Ngajakin berantem aja loh ganteng, heran aku",surprise
828,aneh banget anjinkk risih liatnya,disgust
829,Malu lu ama yang ga pernah ibadah tapi otaknya rasional,anger
830,Terpesona dengan dance nya,surprise
831,BANGGA MALAH DIA SAMA JOKES AMPASNYA NYUMBANG DUIT BUAT SERIES NGGAK TAPI BANGGA BIKIN CHAOS DI FANDOM PADAHAL MODAL BAJAKAN DOANG. WESTERN FANDOM,joy
832,"Berkurung dlm rmh sendiri pun sengsara ya amat. Org dlu sembunyi dlm rumah sendiri pun belum tentu selamat, Cu. Haishhh..org muda mental kena kuat Semoga negara kita kembali sihat, Aamiin",sadness
833,"Percayalah, jam segini sendirian nungguin abang jemput. Ngeri aslik. Gamau kek gini lagi dah",fear
834,I'm sick of ayam already. No ayam untuk minggu ni. Sis is muak.,disgust
835,Puji syukur,joy
836,Perlu di musnahkan penyakit itu saya sudah jijik,disgust
837,Bangga tapi sekaligus minder juga,joy
838,"Maap nder, tp ancen kenyataan. Dadi jijik rasaneeee ihh",disgust
839,Banyak untungnya puang buat mereka tp Rakyat ma tambah sengsara,anger
840,Ju Jihoon sadar ga sih kalo dia tuh gantengnya kelewatan. Nangis aku seharian capek karna terpesona kegantengan doi Definisi perfect face,surprise
841,"Sorry, aku delete twit yang sebelumnya karena dirasa terlalu kasar. Begini ya mba, entah apa fandom Anda, tolong jangan mengkambinghitamkan suatu fandom. Pas ketahuan saja langsung ubah ""fandom"". Kurang perhatian kamu ya? Nih sudah diperhatiin banyak orang, puas?",anger
842,pake baju dulu hayo malu sama tetangga,joy
843,Gw kalau udah murka bisa jahat banget loh.,anger
844,Aku juga senang,joy
845,"Kok ngehujat dibase, pengen pansos ya malu maluin nama fandom sendiri dgn menghujat fandom lain",sadness
846,Tapi ngeri juga si anju kalau isi kosannya hewan hewan begituan wtff,fear
847,"Hitungannya bakalan ninggalin jogja dengan waktu yang lama banget dari seblum2nya, sedih bgst!",sadness
848,Tiga bulan sudah. Ada banyak kisah. Ada banyak duka. Dan bahagia. Kapan kamu kembali jadi bagian cerita. Untuk sisa waktu yang kupunya. Aku mohon kembalilah. Aku mohon. Kembalilah.,sadness
849,kalo gua terkenal besok-besok ada jejak digital yg bikin jijik kalian tolong maapin yaa kadang khilaf,joy
850,kesel kesel benci kepikiran mulu eh tau-tau suka trus jadian haah sa ae lu saodah . sagara,joy
851,bangga sekali menjadi ortunya...,joy
852,Maaf kak terpesona,surprise
853,Enggak kenapa-kenapa deh. Takut kamu risih aja.,fear
854,Puas puasin dah flashbacknya wkwk,joy
